Season,Name,Team,BABIP,PA,GB,LD,FB,IFFB,GB/FB,HR/FB,O-Swing (pfx),Z-Swing (pfx),Swing (pfx),O-Contact (pfx),Z-Contact (pfx),Contact (pfx),Zone (pfx),playerid
2003,Abraham Nunez,Pirates,.285,351,55.5 ,22.0 ,22.4 ,8.8 ,2.47,7.0 , , , , , , , ,1420
2008,Darin Erstad,Astros,.337,342,50.6 ,25.5 ,23.9 ,6.7 ,2.12,6.7 ,36.5 ,58.2 ,47.4 ,64.9 ,91.0 ,81.0 ,50.2 ,11
2007,Adam Lind,Blue Jays,.269,311,44.9 ,18.5 ,36.6 ,10.8 ,1.23,13.3 ,37.5 ,60.3 ,49.3 ,61.8 ,88.5 ,78.7 ,51.8 ,8027
2010,Jeff Francoeur,- - -,.270,503,40.8 ,14.4 ,44.8 ,11.7 ,0.91,7.6 ,40.0 ,78.1 ,57.7 ,69.1 ,86.5 ,80.0 ,46.4 ,4792
2010,Nate Schierholtz,Giants,.278,252,44.2 ,18.4 ,37.4 ,8.5 ,1.18,4.2 ,30.5 ,65.8 ,46.6 ,69.8 ,85.6 ,80.0 ,45.5 ,6201
2012,Gordon Beckham,White Sox,.254,582,38.2 ,19.5 ,42.3 ,14.1 ,0.90,8.7 ,30.6 ,64.4 ,48.1 ,70.6 ,87.6 ,82.4 ,51.9 ,9015
2010,Randy Winn,- - -,.268,233,48.3 ,20.3 ,31.4 ,5.6 ,1.54,7.4 ,24.9 ,67.6 ,46.4 ,71.2 ,85.5 ,81.7 ,50.3 ,1235
2010,Ronny Cedeno,Pirates,.315,502,48.9 ,16.4 ,34.7 ,17.1 ,1.41,6.5 ,33.4 ,64.0 ,49.2 ,66.7 ,87.8 ,80.8 ,51.6 ,2179
2007,Juan Uribe,White Sox,.259,563,35.4 ,15.1 ,49.5 ,16.5 ,0.72,10.0 ,33.6 ,66.7 ,49.9 ,59.6 ,90.4 ,79.9 ,49.2 ,454
2007,Ryan Freel,Reds,.286,304,48.9 ,18.1 ,33.0 ,18.7 ,1.48,4.0 ,23.6 ,59.8 ,42.5 ,52.4 ,87.9 ,78.5 ,52.2 ,1207
2011,Matt Treanor,- - -,.273,242,49.0 ,23.4 ,27.6 ,17.5 ,1.78,7.5 ,22.3 ,55.6 ,40.2 ,54.4 ,89.2 ,80.2 ,53.6 ,2265
2011,Darwin Barney,Cubs,.310,571,48.7 ,23.2 ,28.1 ,13.1 ,1.73,1.5 ,29.5 ,56.3 ,44.1 ,84.4 ,93.1 ,90.4 ,54.7 ,2430
2007,Brian Schneider,Nationals,.255,477,48.3 ,15.4 ,36.3 ,8.5 ,1.33,4.6 ,21.4 ,70.7 ,43.6 ,61.0 ,90.1 ,82.2 ,45.0 ,795
2006,Damon Hollins,Devil Rays,.239,355,41.4 ,19.0 ,39.6 ,13.2 ,1.05,14.2 , , , , , , , ,1919
2002,Jose Macias,- - -,.277,373,46.4 ,20.3 ,33.3 ,19.6 ,1.39,7.6 , , , , , , , ,476
2011,Scott Rolen,Reds,.262,269,38.4 ,20.5 ,41.1 ,12.2 ,0.93,5.6 ,30.7 ,64.3 ,47.6 ,70.2 ,93.1 ,85.8 ,50.3 ,970
2009,J.J. Hardy,Brewers,.260,465,46.4 ,13.9 ,39.8 ,9.1 ,1.17,8.3 ,26.6 ,48.9 ,37.8 ,63.9 ,90.7 ,81.3 ,50.4 ,3797
2012,Chris Getz,Royals,.299,210,42.5 ,29.3 ,28.1 ,17.0 ,1.51,0.0 ,26.3 ,54.1 ,41.2 ,83.7 ,96.8 ,92.9 ,53.5 ,3388
2005,David Bell,Phillies,.266,617,40.1 ,23.8 ,36.0 ,15.3 ,1.11,5.6 , , , , , , , ,1108
2010,Willie Harris,Nationals,.199,262,41.4 ,16.0 ,42.6 ,4.3 ,0.97,14.5 ,18.7 ,57.9 ,38.7 ,60.0 ,86.0 ,79.9 ,51.0 ,236
2010,Willy Aybar,Rays,.271,309,42.2 ,18.5 ,39.3 ,7.2 ,1.07,7.2 ,22.3 ,58.3 ,40.6 ,70.4 ,89.0 ,84.0 ,50.8 ,2192
2004,Mike Redmond,Marlins,.280,273,46.8 ,21.4 ,31.8 ,7.1 ,1.47,2.9 , , , , , , , ,538
2008,Freddy Sanchez,Pirates,.288,608,45.3 ,24.3 ,30.4 ,7.1 ,1.49,5.8 ,34.8 ,63.2 ,49.5 ,78.6 ,93.0 ,88.1 ,51.8 ,1624
2007,Felipe Lopez,Nationals,.283,671,49.7 ,20.2 ,30.1 ,3.4 ,1.65,6.1 ,23.1 ,53.9 ,38.1 ,66.1 ,93.5 ,85.1 ,49.0 ,1311
2005,Eric Byrnes,- - -,.250,456,32.4 ,19.7 ,47.9 ,23.9 ,0.67,6.1 , , , , , , , ,905
2009,Willie Bloomquist,Royals,.309,468,46.0 ,21.1 ,33.0 ,10.9 ,1.39,3.4 ,34.3 ,61.1 ,48.0 ,78.3 ,91.3 ,86.7 ,51.0 ,1066
2005,Jason Bartlett,Twins,.276,252,46.5 ,18.7 ,34.8 ,9.2 ,1.34,4.6 , , , , , , , ,8219
2005,Todd Hollandsworth,- - -,.292,330,46.4 ,19.0 ,34.6 ,15.9 ,1.34,7.3 , , , , , , , ,433
2002,Damion Easley,Tigers,.234,346,40.8 ,18.3 ,40.8 ,15.9 ,1.00,7.5 , , , , , , , ,464
2002,Felipe Lopez,Blue Jays,.303,309,46.8 ,20.0 ,33.2 ,3.2 ,1.41,12.7 , , , , , , , ,1311
2003,Juan Castro,Reds,.281,348,41.7 ,19.3 ,39.0 ,5.9 ,1.07,8.9 , , , , , , , ,315
2010,David Eckstein,Padres,.287,492,48.1 ,20.0 ,31.9 ,12.4 ,1.51,0.8 ,27.1 ,50.9 ,40.7 ,81.8 ,96.3 ,92.2 ,57.2 ,10
2008,Ross Gload,Royals,.295,418,45.7 ,22.4 ,31.8 ,10.7 ,1.44,2.7 ,31.0 ,68.8 ,50.3 ,74.3 ,92.3 ,86.9 ,51.0 ,1538
2008,Jose Castillo,- - -,.291,455,51.2 ,20.8 ,28.0 ,7.2 ,1.82,6.2 ,34.9 ,71.9 ,52.6 ,60.9 ,83.9 ,76.0 ,47.9 ,1866
2003,Terrence Long,Athletics,.258,522,45.6 ,19.7 ,34.7 ,7.5 ,1.32,9.6 , , , , , , , ,927
2007,Nelson Cruz,Rangers,.297,333,37.6 ,16.1 ,46.3 ,13.9 ,0.81,8.9 ,31.6 ,66.7 ,48.8 ,56.2 ,76.9 ,70.0 ,49.1 ,2434
2010,Angel Sanchez,- - -,.337,272,44.1 ,25.0 ,30.9 ,1.6 ,1.43,0.0 ,28.3 ,55.0 ,42.8 ,70.7 ,93.1 ,86.3 ,54.2 ,3492
2003,Tomas Perez,Phillies,.307,327,46.0 ,21.3 ,32.6 ,14.1 ,1.41,6.4 , , , , , , , ,965
2008,Jason Kendall,Brewers,.265,587,45.7 ,17.7 ,36.6 ,5.8 ,1.25,1.2 ,24.7 ,52.8 ,40.1 ,85.4 ,94.2 ,91.7 ,54.6 ,993
2008,Chris Gomez,Pirates,.318,200,44.2 ,20.1 ,35.7 ,7.3 ,1.24,1.8 ,27.8 ,55.7 ,42.0 ,72.5 ,93.2 ,86.5 ,51.0 ,1208
2005,Deivi Cruz,- - -,.290,275,50.4 ,18.6 ,31.0 ,11.4 ,1.63,7.1 , , , , , , , ,1025
2003,Geoff Blum,Astros,.274,449,42.3 ,22.9 ,34.8 ,11.6 ,1.22,7.8 , , , , , , , ,550
2005,Sammy Sosa,Orioles,.246,424,44.5 ,15.7 ,39.8 ,15.1 ,1.12,11.8 , , , , , , , ,302
2010,Franklin Gutierrez,Mariners,.297,629,42.2 ,16.1 ,41.7 ,11.5 ,1.01,6.6 ,26.9 ,56.0 ,41.8 ,61.2 ,84.3 ,77.1 ,51.3 ,3255
2003,Jamey Carroll,Expos,.307,260,47.1 ,21.9 ,31.0 ,15.5 ,1.52,1.7 , , , , , , , ,1591
2004,Jose Molina,Angels,.338,218,46.6 ,16.9 ,36.5 ,5.6 ,1.28,5.6 , , , , , , , ,25
2002,John Flaherty,Devil Rays,.299,303,30.0 ,22.3 ,47.6 ,24.3 ,0.63,3.6 , , , , , , , ,1206
2005,John Buck,Royals,.286,430,42.2 ,17.9 ,39.9 ,9.8 ,1.06,9.8 , , , , , , , ,2041
2002,Corey Patterson,Cubs,.308,628,47.7 ,20.4 ,31.9 ,14.2 ,1.50,9.9 , , , , , , , ,300
2002,Cristian Guzman,Twins,.298,656,54.2 ,20.5 ,25.3 ,15.4 ,2.14,6.6 , , , , , , , ,728
2010,Ronny Paulino,Marlins,.295,344,42.3 ,17.6 ,40.1 ,5.6 ,1.06,3.7 ,23.4 ,61.5 ,42.9 ,62.6 ,92.1 ,84.3 ,51.2 ,2129
2003,Damian Rolls,Devil Rays,.309,404,44.6 ,25.6 ,29.8 ,15.1 ,1.50,8.1 , , , , , , , ,1222
2002,Rey Sanchez,Red Sox,.306,386,52.3 ,18.8 ,28.9 ,13.7 ,1.81,1.1 , , , , , , , ,213
2011,Aaron Miles,Dodgers,.300,490,50.7 ,21.2 ,28.1 ,12.3 ,1.81,2.6 ,32.5 ,64.2 ,49.2 ,73.2 ,93.3 ,87.0 ,52.7 ,1844
2003,Carl Crawford,Devil Rays,.327,661,54.8 ,21.1 ,24.0 ,8.1 ,2.28,4.0 , , , , , , , ,1201
2008,Miguel Cairo,Mariners,.289,250,48.9 ,20.2 ,30.9 ,8.6 ,1.59,0.0 ,23.9 ,61.9 ,44.5 ,65.3 ,92.4 ,85.8 ,54.2 ,1412
2010,Craig Counsell,Brewers,.282,230,42.0 ,19.3 ,38.6 ,17.6 ,1.09,2.9 ,20.3 ,56.8 ,39.1 ,69.3 ,93.9 ,87.8 ,51.6 ,52
2005,Joey Gathright,Devil Rays,.341,218,72.2 ,15.2 ,12.6 ,15.8 ,5.74,0.0 , , , , , , , ,3913
2006,Chris Duffy,Pirates,.322,348,58.0 ,19.0 ,22.9 ,7.5 ,2.53,3.8 , , , , , , , ,3605
2011,Rick Ankiel,Nationals,.297,415,45.0 ,16.0 ,39.0 ,13.6 ,1.15,8.2 ,35.3 ,67.3 ,50.0 ,59.4 ,83.2 ,74.1 ,45.9 ,1142
2011,Conor Jackson,- - -,.273,390,42.4 ,20.9 ,36.8 ,9.9 ,1.15,4.5 ,22.6 ,59.4 ,42.0 ,60.8 ,93.1 ,84.9 ,52.8 ,5997
2011,Andres Torres,Giants,.293,398,40.0 ,15.3 ,44.7 ,10.5 ,0.90,3.8 ,27.0 ,62.8 ,44.3 ,59.7 ,88.8 ,79.7 ,48.3 ,1488
2010,Melky Cabrera,Braves,.288,509,48.7 ,19.0 ,32.2 ,7.1 ,1.51,3.1 ,30.4 ,60.8 ,44.7 ,72.9 ,94.9 ,86.9 ,47.0 ,4022
2010,Aaron Hill,Blue Jays,.196,580,35.3 ,10.6 ,54.2 ,12.9 ,0.65,10.8 ,27.4 ,69.2 ,49.9 ,65.7 ,90.4 ,84.1 ,53.8 ,6104
2008,Jeff Clement,Mariners,.301,224,41.1 ,18.4 ,40.4 ,14.0 ,1.02,8.8 ,33.2 ,60.5 ,47.0 ,55.6 ,88.5 ,76.9 ,50.5 ,4652
2007,Jay Payton,Orioles,.266,470,49.7 ,17.0 ,33.2 ,16.3 ,1.50,5.4 ,37.6 ,72.7 ,56.0 ,73.2 ,92.8 ,86.6 ,52.5 ,890
2011,Tony Gwynn,Dodgers,.311,340,51.5 ,23.4 ,25.1 ,6.8 ,2.05,3.4 ,20.6 ,56.1 ,40.2 ,58.8 ,92.7 ,84.9 ,55.1 ,6141
2012,Jonathan Herrera,Rockies,.306,251,51.9 ,21.9 ,26.2 ,14.6 ,1.98,6.3 ,28.9 ,53.5 ,41.5 ,78.6 ,90.1 ,86.2 ,51.0 ,4182
2003,Toby Hall,Devil Rays,.252,498,32.4 ,23.5 ,44.1 ,19.1 ,0.73,6.4 , , , , , , , ,1210
2012,Chris Parmelee,Twins,.287,210,37.6 ,18.4 ,44.0 ,6.5 ,0.85,8.1 ,30.2 ,58.0 ,44.1 ,69.9 ,83.9 ,79.1 ,50.0 ,2554
2002,Wes Helms,Braves,.294,231,34.6 ,23.9 ,41.5 ,6.1 ,0.83,9.1 , , , , , , , ,94
2003,Dave Roberts,Dodgers,.274,440,57.5 ,16.9 ,25.6 ,9.1 ,2.25,2.6 , , , , , , , ,670
2012,Jack Hannahan,Indians,.299,318,39.7 ,22.8 ,37.5 ,4.8 ,1.06,4.8 ,25.2 ,62.3 ,43.7 ,55.9 ,90.7 ,80.6 ,49.9 ,3692
2011,John Jaso,Rays,.244,273,43.1 ,17.7 ,39.2 ,8.5 ,1.10,6.1 ,19.9 ,52.1 ,36.4 ,70.1 ,95.3 ,88.6 ,51.4 ,5887
2002,Ramon Hernandez,Athletics,.260,457,49.0 ,20.2 ,30.9 ,16.3 ,1.59,6.7 , , , , , , , ,918
2009,Josh Fields,White Sox,.295,268,41.3 ,18.1 ,40.6 ,6.2 ,1.02,10.8 ,25.9 ,66.2 ,46.7 ,56.5 ,74.2 ,69.4 ,51.6 ,7490
2002,Wendell Magee,Tigers,.312,364,46.5 ,22.5 ,31.0 ,9.1 ,1.50,6.8 , , , , , , , ,477
2003,Raul Gonzalez,Mets,.264,246,50.8 ,22.1 ,27.1 ,4.1 ,1.88,4.1 , , , , , , , ,1553
2011,Edgar Renteria,Reds,.302,333,44.4 ,22.2 ,33.3 ,17.9 ,1.33,6.4 ,26.9 ,60.1 ,43.7 ,67.4 ,84.5 ,79.3 ,50.6 ,1178
2010,Emilio Bonifacio,Marlins,.333,201,52.0 ,22.0 ,26.0 ,9.1 ,2.00,0.0 ,29.5 ,55.4 ,42.1 ,67.7 ,91.0 ,82.7 ,48.8 ,4054
2010,Orlando Cabrera,Reds,.284,537,44.8 ,18.4 ,36.8 ,9.8 ,1.22,2.4 ,31.5 ,58.8 ,45.7 ,74.6 ,91.6 ,85.9 ,51.8 ,766
2006,Juan Uribe,White Sox,.240,495,37.9 ,17.2 ,44.9 ,15.7 ,0.84,12.2 , , , , , , , ,454
2006,Lance Niekro,Giants,.272,210,44.9 ,16.8 ,38.3 ,17.2 ,1.17,7.8 , , , , , , , ,1832
2009,Garrett Atkins,Rockies,.246,399,41.9 ,16.4 ,41.6 ,8.9 ,1.01,7.3 ,20.0 ,55.6 ,37.9 ,68.4 ,90.6 ,84.8 ,50.3 ,1790
2010,Carlos Gomez,Brewers,.313,318,48.2 ,16.2 ,35.5 ,8.6 ,1.36,7.1 ,37.0 ,64.3 ,50.0 ,63.5 ,83.9 ,76.0 ,47.8 ,4881
2006,Aaron Miles,Cardinals,.286,471,55.4 ,20.1 ,24.5 ,11.8 ,2.26,2.2 , , , , , , , ,1844
2002,Rondell White,Yankees,.264,494,50.1 ,19.8 ,30.0 ,8.9 ,1.67,12.5 , , , , , , , ,856
2003,Vance Wilson,Mets,.277,292,42.7 ,23.5 ,33.8 ,11.1 ,1.26,11.1 , , , , , , , ,903
2011,Willie Bloomquist,Diamondbacks,.300,381,49.0 ,25.2 ,25.8 ,11.7 ,1.90,5.2 ,34.1 ,61.3 ,48.0 ,75.2 ,92.2 ,86.3 ,51.2 ,1066
2011,Chris Johnson,Astros,.317,405,46.3 ,23.2 ,30.5 ,3.4 ,1.52,8.0 ,39.7 ,68.3 ,54.2 ,61.1 ,88.0 ,78.2 ,50.5 ,1191
2009,Kaz Matsui,Astros,.285,533,47.9 ,18.9 ,33.2 ,12.8 ,1.44,7.2 ,32.4 ,58.6 ,45.7 ,77.2 ,90.2 ,85.7 ,50.6 ,1854
2002,Jeff Liefer,White Sox,.290,224,44.1 ,22.1 ,33.8 ,12.2 ,1.31,14.3 , , , , , , , ,245
2006,Jose Castillo,Pirates,.284,562,46.2 ,19.3 ,34.4 ,6.2 ,1.34,9.6 , , , , , , , ,1866
2009,Jarrod Saltalamacchia,Rangers,.320,310,35.7 ,23.2 ,41.1 ,6.6 ,0.87,11.8 ,35.8 ,69.4 ,51.8 ,54.6 ,81.4 ,71.7 ,47.8 ,5557
2012,Eric Hosmer,Royals,.255,598,53.6 ,18.5 ,27.9 ,9.7 ,1.92,11.3 ,31.7 ,64.2 ,46.7 ,71.9 ,86.3 ,81.0 ,46.2 ,3516
2005,Yuniesky Betancourt,Mariners,.282,228,37.2 ,17.6 ,45.2 ,17.6 ,0.82,1.2 , , , , , , , ,8585
2005,Phil Nevin,- - -,.283,414,41.8 ,19.9 ,38.3 ,15.5 ,1.09,10.9 , , , , , , , ,1049
2004,Toby Hall,Devil Rays,.262,441,40.3 ,15.4 ,44.3 ,17.1 ,0.91,4.9 , , , , , , , ,1210
2012,Ben Francisco,- - -,.298,207,35.0 ,25.9 ,39.2 ,17.9 ,0.89,7.1 ,22.7 ,59.9 ,42.5 ,50.6 ,88.6 ,79.1 ,53.1 ,4677
2011,Chris Coghlan,Marlins,.263,298,48.6 ,19.5 ,31.8 ,8.6 ,1.53,7.1 ,29.2 ,60.3 ,44.3 ,67.7 ,90.6 ,82.9 ,48.6 ,6878
2008,Carlos Gomez,Twins,.330,614,43.6 ,17.4 ,39.0 ,13.7 ,1.12,4.8 ,38.3 ,66.1 ,51.6 ,62.6 ,88.3 ,78.4 ,48.0 ,4881
2002,Armando Rios,Pirates,.320,226,37.3 ,25.4 ,37.3 ,9.5 ,1.00,1.6 , , , , , , , ,1006
2012,Everth Cabrera,Padres,.336,449,60.7 ,19.1 ,20.2 ,5.6 ,3.00,3.7 ,22.8 ,57.9 ,40.7 ,61.8 ,86.6 ,79.8 ,51.0 ,8155
2006,Andy Phillips,Yankees,.281,263,44.3 ,20.3 ,35.4 ,2.9 ,1.25,10.3 , , , , , , , ,2075
2006,Toby Hall,- - -,.254,294,36.7 ,15.8 ,47.5 ,17.1 ,0.77,6.5 , , , , , , , ,1210
2002,Royce Clayton,White Sox,.290,376,52.2 ,20.7 ,27.2 ,8.0 ,1.92,9.3 , , , , , , , ,226
2007,Darin Erstad,White Sox,.278,347,52.9 ,17.2 ,29.9 ,9.0 ,1.77,5.1 ,28.4 ,51.7 ,39.9 ,77.0 ,92.4 ,86.8 ,49.3 ,11
2007,Wes Helms,Phillies,.295,308,38.7 ,20.3 ,41.0 ,5.5 ,0.95,5.5 ,26.5 ,68.4 ,47.2 ,67.7 ,82.1 ,78.0 ,49.4 ,94
2010,Gerardo Parra,Diamondbacks,.322,393,51.0 ,20.3 ,28.7 ,2.4 ,1.78,3.7 ,38.8 ,64.0 ,50.7 ,63.7 ,92.1 ,80.6 ,47.0 ,8553
2008,Jeff Keppinger,Reds,.272,502,51.0 ,21.0 ,28.0 ,9.8 ,1.82,2.4 ,21.4 ,57.4 ,40.7 ,83.9 ,96.5 ,93.4 ,53.8 ,3856
2002,Tsuyoshi Shinjo,Giants,.248,398,47.3 ,21.1 ,31.5 ,22.0 ,1.50,9.0 , , , , , , , ,1132
2003,Craig Counsell,Diamondbacks,.252,351,52.7 ,18.7 ,28.6 ,9.3 ,1.84,4.0 , , , , , , , ,52
2012,Stephen Drew,- - -,.275,327,32.2 ,27.6 ,40.2 ,11.6 ,0.80,8.1 ,18.8 ,56.6 ,38.1 ,55.0 ,87.3 ,79.5 ,50.9 ,4251
2007,Jerry Owens,White Sox,.322,389,62.0 ,19.2 ,18.8 ,5.9 ,3.29,2.0 ,29.0 ,58.0 ,44.7 ,70.3 ,90.4 ,84.4 ,54.2 ,6002
2004,Jose Macias,Cubs,.318,204,48.4 ,22.6 ,29.0 ,11.1 ,1.67,6.7 , , , , , , , ,476
2003,Jeff Reboulet,Pirates,.283,299,48.8 ,24.6 ,26.5 ,16.1 ,1.84,5.4 , , , , , , , ,1389
2009,Nick Punto,Twins,.276,440,47.7 ,19.4 ,32.9 ,8.6 ,1.45,1.1 ,20.9 ,53.6 ,38.4 ,84.9 ,90.8 ,89.3 ,53.4 ,1429
2012,Jarrod Dyson,Royals,.318,330,57.1 ,18.8 ,24.1 ,5.6 ,2.37,0.0 ,22.9 ,52.3 ,38.6 ,79.1 ,90.3 ,87.2 ,53.3 ,4866
2007,Craig Biggio,Astros,.300,555,44.9 ,16.8 ,38.3 ,16.8 ,1.17,6.5 ,38.9 ,70.6 ,54.4 ,51.5 ,90.8 ,76.5 ,49.1 ,549
2003,Josh Bard,Indians,.269,330,45.1 ,24.9 ,30.0 ,10.5 ,1.50,10.5 , , , , , , , ,1578
2010,Julio Borbon,Rangers,.313,468,56.1 ,13.3 ,30.6 ,16.0 ,1.83,2.8 ,33.6 ,57.6 ,46.1 ,72.9 ,91.5 ,85.0 ,52.1 ,3209
2012,Eric Thames,- - -,.305,290,43.5 ,19.4 ,37.1 ,5.8 ,1.17,13.0 ,33.5 ,65.8 ,49.1 ,53.1 ,82.8 ,72.4 ,48.4 ,3711
2009,Rick Ankiel,Cardinals,.283,404,39.9 ,15.2 ,44.9 ,12.9 ,0.89,8.9 ,36.9 ,72.7 ,52.9 ,51.6 ,85.2 ,72.2 ,44.6 ,1142
2012,Tyler Greene,- - -,.292,330,43.8 ,22.1 ,34.1 ,9.9 ,1.28,15.5 ,31.1 ,74.8 ,52.6 ,50.5 ,81.2 ,72.0 ,49.3 ,4675
2009,Anderson Hernandez,- - -,.295,404,55.4 ,19.7 ,24.8 ,9.6 ,2.23,4.1 ,34.1 ,63.3 ,48.7 ,74.1 ,91.4 ,85.3 ,49.8 ,3366
2012,Emilio Bonifacio,Marlins,.325,274,57.7 ,16.6 ,25.7 ,11.1 ,2.24,2.2 ,22.9 ,52.9 ,38.1 ,65.4 ,88.0 ,81.2 ,50.5 ,4054
2012,Cameron Maybin,Padres,.293,561,55.5 ,16.1 ,28.4 ,8.1 ,1.95,7.2 ,25.9 ,66.9 ,45.5 ,52.7 ,91.6 ,80.0 ,47.8 ,5223
2005,Aaron Miles,Rockies,.312,347,53.8 ,23.1 ,23.1 ,4.7 ,2.33,3.1 , , , , , , , ,1844
2002,Barry Larkin,Reds,.260,567,44.6 ,19.0 ,36.3 ,10.2 ,1.23,4.2 , , , , , , , ,335
2005,Jason Repko,Dodgers,.282,301,42.7 ,16.8 ,40.5 ,20.0 ,1.05,10.7 , , , , , , , ,2628
2012,J.J. Hardy,Orioles,.253,713,43.3 ,16.9 ,39.7 ,12.2 ,1.09,10.0 ,27.4 ,52.6 ,40.4 ,77.8 ,92.5 ,87.7 ,51.6 ,3797
2007,Brad Ausmus,Astros,.289,397,51.3 ,17.5 ,31.3 ,8.1 ,1.64,3.5 ,27.0 ,61.3 ,44.8 ,63.1 ,87.5 ,80.4 ,52.0 ,546
2004,Alex Cintron,Diamondbacks,.285,613,44.9 ,19.7 ,35.4 ,11.2 ,1.27,2.2 , , , , , , , ,50
2002,Mark Grudzielanek,Dodgers,.308,566,45.0 ,22.8 ,32.2 ,12.4 ,1.40,6.2 , , , , , , , ,653
2010,Reed Johnson,Dodgers,.336,215,43.3 ,19.3 ,37.3 ,12.5 ,1.16,3.6 ,40.3 ,64.4 ,53.0 ,56.5 ,89.4 ,77.6 ,52.9 ,1702
2012,Elliot Johnson,Rays,.316,331,47.3 ,21.9 ,30.8 ,14.5 ,1.53,9.7 ,31.6 ,63.9 ,47.5 ,59.6 ,84.0 ,75.8 ,49.2 ,4751
2011,Rafael Furcal,- - -,.240,369,54.0 ,18.2 ,27.7 ,8.9 ,1.95,10.1 ,19.4 ,58.9 ,40.2 ,71.8 ,92.8 ,88.0 ,52.6 ,88
2012,Luis Valbuena,Cubs,.260,303,43.4 ,21.2 ,35.4 ,12.0 ,1.23,5.3 ,22.6 ,60.6 ,41.6 ,70.3 ,87.4 ,82.7 ,50.0 ,4969
2005,Humberto Cota,Pirates,.305,320,38.9 ,22.2 ,38.9 ,12.8 ,1.00,8.1 , , , , , , , ,1595
2009,Josh Bard,Nationals,.260,301,40.0 ,18.7 ,41.3 ,16.1 ,0.97,6.5 ,26.4 ,68.3 ,47.7 ,78.8 ,90.0 ,86.9 ,50.8 ,1578
2011,Aaron Hill,- - -,.268,571,36.7 ,21.2 ,42.0 ,13.2 ,0.87,4.2 ,27.9 ,62.2 ,45.7 ,69.7 ,92.4 ,85.7 ,51.8 ,6104
2009,Bobby Crosby,Athletics,.245,272,44.4 ,15.3 ,40.3 ,12.7 ,1.10,7.6 ,30.3 ,67.0 ,48.9 ,61.3 ,87.5 ,79.5 ,50.7 ,1818
2011,Ronny Paulino,Mets,.309,248,44.0 ,21.2 ,34.7 ,3.0 ,1.27,3.0 ,26.9 ,68.5 ,48.0 ,67.0 ,91.5 ,84.7 ,50.7 ,2129
2010,Wilson Valdez,Phillies,.287,363,60.2 ,19.0 ,20.8 ,6.9 ,2.90,6.9 ,33.9 ,65.3 ,50.3 ,72.2 ,93.8 ,86.8 ,52.2 ,1863
2009,Jason Kendall,Brewers,.270,526,44.1 ,20.2 ,35.8 ,12.0 ,1.23,1.4 ,24.5 ,55.8 ,41.5 ,73.5 ,93.0 ,87.7 ,54.1 ,993
2008,Jason Michaels,- - -,.258,321,38.2 ,19.1 ,42.7 ,8.3 ,0.90,8.3 ,22.9 ,59.6 ,42.4 ,61.6 ,88.9 ,82.0 ,53.1 ,1399
2002,Toby Hall,Devil Rays,.263,353,42.4 ,17.1 ,40.5 ,11.4 ,1.05,4.9 , , , , , , , ,1210
2003,Timo Perez,Mets,.276,382,41.4 ,24.5 ,34.2 ,10.1 ,1.21,3.7 , , , , , , , ,891
2002,Miguel Cairo,Cardinals,.297,208,47.9 ,16.4 ,35.6 ,11.5 ,1.35,3.8 , , , , , , , ,1412
2010,Jerry Hairston,Padres,.255,476,40.0 ,16.3 ,43.7 ,12.7 ,0.92,6.0 ,32.5 ,57.2 ,45.2 ,78.5 ,92.8 ,87.8 ,51.5 ,144
2002,Carl Crawford,Devil Rays,.300,278,54.2 ,20.3 ,25.5 ,9.3 ,2.13,3.7 , , , , , , , ,1201
2009,Ivan Rodriguez,- - -,.294,448,53.6 ,18.5 ,28.0 ,5.3 ,1.91,10.6 ,42.5 ,71.1 ,56.9 ,64.2 ,85.5 ,77.6 ,50.3 ,1275
2005,Mike Lowell,Marlins,.248,558,31.6 ,21.2 ,47.2 ,11.3 ,0.67,3.8 , , , , , , , ,527
2011,Ian Desmond,Nationals,.317,639,51.9 ,17.5 ,30.5 ,9.0 ,1.70,6.0 ,29.4 ,59.2 ,44.5 ,65.5 ,89.5 ,81.7 ,50.8 ,6885
2012,John McDonald,Diamondbacks,.272,213,41.0 ,18.6 ,40.4 ,24.6 ,1.02,9.2 ,32.4 ,59.0 ,46.5 ,65.2 ,93.3 ,84.1 ,53.1 ,395
2004,Ramon Martinez,Cubs,.276,298,39.2 ,18.5 ,42.3 ,4.3 ,0.93,3.2 , , , , , , , ,1120
2011,Brent Morel,White Sox,.262,444,49.3 ,19.2 ,31.5 ,9.1 ,1.56,9.1 ,27.7 ,61.2 ,45.8 ,69.4 ,89.7 ,84.1 ,54.1 ,6402
2010,Wes Helms,Marlins,.294,287,44.7 ,17.9 ,37.4 ,7.5 ,1.19,6.0 ,23.8 ,62.5 ,43.8 ,53.2 ,87.5 ,78.5 ,51.7 ,94
2008,Austin Kearns,Nationals,.250,357,46.6 ,21.1 ,32.3 ,14.8 ,1.44,8.6 ,17.8 ,61.2 ,39.6 ,58.0 ,90.6 ,83.3 ,50.2 ,332
2006,Kendrys Morales,Angels,.248,215,51.8 ,14.7 ,33.5 ,10.5 ,1.54,8.8 , , , , , , , ,8610
2008,Jack Hannahan,Athletics,.286,501,36.7 ,21.3 ,42.0 ,8.6 ,0.88,7.0 ,21.6 ,61.7 ,41.8 ,53.7 ,85.9 ,77.7 ,50.3 ,3692
